"Category","Severity","RelativePath","LineNumber","Evidence","Recommendation"
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\560_v5_p07_plant_connector_breadth.sql","171","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\570_v5_p08_enterprise_identity_mfa_sessions.sql","144","-- RLS if P02 exists.","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\570_v5_p08_enterprise_identity_mfa_sessions.sql","169","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\570_v5_p08_enterprise_identity_mfa_sessions.sql","182","SELECT set_config('app.current_tenant', '00000000-0000-0000-0000-000000000001', false);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\580_v5_p09_enterprise_identity_sso_scim.sql","153","-- RLS if P02 exists.","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\580_v5_p09_enterprise_identity_sso_scim.sql","179","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\580_v5_p09_enterprise_identity_sso_scim.sql","192","SELECT set_config('app.current_tenant', '00000000-0000-0000-0000-000000000001', false);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\590_v5_p10_signed_license_anti_tamper.sql","110","-- RLS if P02 exists.","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\590_v5_p10_signed_license_anti_tamper.sql","131","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\600_v5_p11_outbound_notifications_leads.sql","145","-- RLS if P02 exists.","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\600_v5_p11_outbound_notifications_leads.sql","168","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\600_v5_p11_outbound_notifications_leads.sql","181","SELECT set_config('app.current_tenant', '00000000-0000-0000-0000-000000000001', false);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\620_v5_p13_deployment_dr_portability.sql","107","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\620_v5_p13_deployment_dr_portability.sql","120","SELECT set_config('app.current_tenant', '00000000-0000-0000-0000-000000000001', false);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\630_v5_p14_compliance_refactor_controls.sql","123","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\630_v5_p14_compliance_refactor_controls.sql","136","SELECT set_config('app.current_tenant', '00000000-0000-0000-0000-000000000001', false);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\650_remaining_p10_ed25519_verified_license.sql","88","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\660_remaining_p09_sso_scim_runtime_certification.sql","85","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\660_remaining_p09_sso_scim_runtime_certification.sql","98","SELECT set_config('app.current_tenant', '00000000-0000-0000-0000-000000000001', false);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\670_pack_b4_connector_runtime_certification.sql","110","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\670_pack_b4_connector_runtime_certification.sql","123","SELECT set_config('app.current_tenant', '00000000-0000-0000-0000-000000000001', false);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\680_pack_b5_private_model_gateway_ciso_controls.sql","131","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\680_pack_b5_private_model_gateway_ciso_controls.sql","144","SELECT set_config('app.current_tenant', '00000000-0000-0000-0000-000000000001', false);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\docker-compose.yml","31","ASPNETCORE_URLS: ${ASPNETCORE_URLS:-http://0.0.0.0:5063}","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\AssistantGateway\V5AssistantGateway.cs","327","tenantCmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\AssistantGateway\V5AssistantGateway.cs","407","tenantCmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\AssistantGateway\V5AssistantGateway.cs","546","tenantCmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\AssistantGateway\V5AssistantGateway.cs","607","tenantCmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\AssistantGateway\V5PrivateModelGatewayCertificationEndpoints.cs","756","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\BlendedProvenance\V5BlendedProvenanceEndpoints.cs","138","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","483","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\DeploymentPortability\V5DeploymentPortabilityEndpoints.cs","268","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","801","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","854","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","799","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","733","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","894","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","631","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\Properties\launchSettings.json","32","""ASPNETCORE_URLS"": ""http://0.0.0.0:5063"",","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\SignedLicensing\V5Ed25519LicenseEndpoints.cs","693","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","690","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\SignedLicensing\VerifiedEd25519LicenseService.cs","283","tenantCmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","713","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Infrastructure\Security\TenantGucConnectionInterceptor.cs","10","/// Sets the PostgreSQL app.current_tenant GUC on each opened EF/Npgsql connection.","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Infrastructure\Security\TenantGucConnectionInterceptor.cs","11","/// RLS policies read this GUC, so app-level WHERE clauses are no longer the only","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Infrastructure\Security\TenantGucConnectionInterceptor.cs","50","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\PlantProcess.Infrastructure\Security\TenantGucConnectionInterceptor.cs","68","cmd.CommandText = ""SELECT set_config('app.current_tenant', @tenant_id, false)"";","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\tests\PlantProcess.Api.IntegrationTests\Genealogy\GenealogyGoldenThreadTests.cs","72","await using var cmd = new NpgsqlCommand(""SELECT id FROM public.ppiq_tenants ORDER BY created_at_utc LIMIT 1"", c);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\tests\PlantProcess.Api.IntegrationTests\Infrastructure\AuthenticatedApiTestBase.cs","280","psi.Environment[""ASPNETCORE_URLS""] = uri.ToString().TrimEnd('/');","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\package-lock.json","3975","""node_modules/data-urls"": {","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\package-lock.json","3977","""resolved"": ""https://registry.npmjs.org/data-urls/-/data-urls-7.0.0.tgz"",","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\package-lock.json","5027","""data-urls"": ""^7.0.0"",","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\package-lock.json","6949","""integrity"": ""sha512-q5W7tVM71e2xjHZTlgfTDoPF/SmqKG5hddq9SzR49CH2hayqRKJtQ4mtRlSxKaJlR/+9rEM+mnBHf7I2/BQcpQ=="",","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\playwright.config.ts","81","command: `dotnet run --project ${backendProject} --urls ${apiBaseUrl}`,","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\playwright.config.ts","87","ASPNETCORE_URLS: apiBaseUrl,","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\src\api\http\apiClient.ts","117","const searchParams = new URLSearchParams();","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\src\api\productApiHardening.implementation.ts","62","const searchParams = new URLSearchParams();","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\src\api\productCoreApiClient.implementation.ts","1064","const params = new URLSearchParams();","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\src\api\workflow-foundation\workflowFoundation.api.ts","329","const search = new URLSearchParams();","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\src\components\standard\StandardTabs.stories.tsx","45","export const UrlSynced: Story = { render: () => <Demo url /> };","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Frontend\PlantProcess.Web\src\components\standard\StandardTabs.tsx","51","const params = new URLSearchParams(window.location.search);","Review for unified tenant GUC naming and EF path coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Analytics.Core.Tests\Provenance\CorrelationConsolidationArchitectureTests.cs","1","19 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Analytics.Core.Tests\TestContext.cs","1","14 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Analytics.Core.Tests\Value\ValueHonestyLintTests.cs","1","29 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Analytics.Engine.Tests\PostgresAdapterIntegrationTests.cs","1","36 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Api.IntegrationTests\AssemblyInfo.cs","1","3 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Api.IntegrationTests\Health\HealthEndpointTests.cs","1","24 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Api.IntegrationTests\Middleware\SecurityHeadersMiddlewareTests.cs","1","28 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Api.IntegrationTests\OpenApi\OpenApiMlAndDynamicEndpointContractTests.cs","1","40 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Api.IntegrationTests\Smoke\ApiSmokeEndpointTests.cs","1","33 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Application.UnitTests\Analytics\QualityLabelBuilderServiceTests.cs","1","41 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Application.UnitTests\Common\PageRequestTests.cs","1","39 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Application.UnitTests\Common\TextNormalizerTests.cs","1","40 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Application.UnitTests\Phase1_KpiSqlGuardTests.cs","1","29 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Application.UnitTests\Phase2_CorrelationEngineRegistryTests.cs","1","32 lines","Review whether this test provides meaningful behavior coverage."
"Thin backend test","LOW","Backend\tests\PlantProcess.Application.UnitTests\Phase3_CostAssumptionValidatorTests.cs","1","37 lines","Review whether this test provides meaningful behavior coverage."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\api\phase02-data-lifecycle-contract.spec.ts","1","8 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\critical-shell-regression.spec.ts","1","22 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\dimension7-brand-identity.spec.ts","1","24 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\full-stack-smoke.spec.ts","1","27 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\license-gate-ux.spec.ts","1","27 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\p1-safety-net.spec.ts","1","27 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\p4-advanced-analysis.spec.ts","1","19 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\phase56-primary-flows.spec.ts","1","26 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\phase78-workflow-widget.spec.ts","1","25 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\phase9-action-matrix.spec.ts","1","30 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\e2e\route-smoke.spec.ts","1","28 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\src\components\__tests__\AsyncState.test.tsx","1","24 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\src\components\__tests__\LockedFeatureOverlay.test.tsx","1","17 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\src\components\__tests__\StatusBadge.test.tsx","1","30 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\src\pages\Acquisition\__tests__\EdgeCollectorManagementPage.test.tsx","1","14 lines","Review whether this is a real journey or only a smoke/stub test."
"Thin frontend/e2e test","LOW","Frontend\PlantProcess.Web\src\pages\Assistant\__tests__\GroundedAssistantPage.test.tsx","1","13 lines","Review whether this is a real journey or only a smoke/stub test."
"Demo tenant naming assumption","MEDIUM","Backend\database\scripts\301_p01_p02_authstore_compatibility_bridge.sql","37","VALUES ('00000000-0000-0000-0000-000000000001', 'default-demo', 'Default Demo Tenant', 'Demo', true)","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\database\scripts\530_v5_p04_assistant_model_gateway_boundary.sql","176","-- Seed default extractive config for default demo tenant.","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\AssistantGateway\V5PrivateModelGatewayCertificationEndpoints.cs","38","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\AssistantGateway\V5PrivateModelGatewayCertificationEndpoints.cs","745","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\AssistantGateway\V5PrivateModelGatewayCertificationEndpoints.cs","747","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","33","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","472","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","474","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\DeploymentPortability\V5DeploymentPortabilityEndpoints.cs","27","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\DeploymentPortability\V5DeploymentPortabilityEndpoints.cs","257","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\DeploymentPortability\V5DeploymentPortabilityEndpoints.cs","259","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\Endpoints\Analytics\AdvancedResultsEndpoints.cs","19","Results.Ok(await readiness.EvaluateAsync(new PlantProcess.Application.Analytics.Advanced.AdvancedAnalysisRequest(outcomeKey, string.IsNullOrWhiteSpace(grain) ? ""coil"" : grain!, windowDays ?? 3650, tenantId ?? PlantProcess.Application.Analytics.Advanced.AdvancedDefaults.DemoTenant), ct)));","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","16","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","790","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","792","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","45","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","687","return new ScimAuth(false, DefaultTenantId);","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","693","await SetTenantAsync(connection, DefaultTenantId, cancellationToken);","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","711",": new ScimAuth(false, DefaultTenantId);","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","843","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","845","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","27","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","788","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","790","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","53","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","722","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","724","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","35","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","883","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\PlantConnectors\V5ConnectorRuntimeCertificationEndpoints.cs","885","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","30","private static readonly Guid DefaultTenantId = Guid.Parse(""00000000-0000-0000-0000-000000000001"");","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","620","DefaultTenantId.ToString();","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
"Demo tenant naming assumption","MEDIUM","Backend\PlantProcess.Api\PlantConnectors\V5PlantConnectorEndpoints.cs","622","return Guid.TryParse(claimValue, out var tenantId) ? tenantId : DefaultTenantId;","Keep demo tenant as seed/config only; avoid product logic depending on demo names."
